Bin,Article Name,Number of Images,Number of Sections,Number of Sentences,Number of Words,Number of References
Regular,Thraxas,0,7,26,704,21
Regular,Yutong,6,6,21,912,6
Regular,1956_in_Malaya,1,0,1,3,0
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,The_Price_of_Silence_(book),1,5,16,482,27
Regular,Black_Island_(Wilhelm_Archipelago),1,0,3,75,1
Regular,Harujion_ga_Sakukoro,2,4,5,55,11
Regular,The_Devil%27s_Miner,1,0,13,366,2
Regular,MEAC_Men%27s_Basketball_Tournament,1,5,19,428,2
Regular,Eurasian_Natural_Resources_Corporation,2,8,69,2045,38
Regular,Bulgarian_National_Badminton_Championships,1,0,3,33,0
Regular,Allan_A._Lamport,2,4,38,811,8
Regular,Nguy%E1%BB%85n_Quy%E1%BB%81n,4,0,21,480,3
Regular,Football_in_Turkmenistan,1,3,15,392,5
Regular,Den_of_Thieves_(accessory),2,4,20,530,1
Regular,North_West_Solitary_Island,2,0,9,149,2
Regular,Semyon_Alexandrovich_Ginzburg,1,0,6,176,0
Regular,Monster_Rancher_EVO,2,4,21,525,0
Regular,The_Second_Round,1,0,3,41,1
Regular,"Hohenburg,_Bavaria",5,0,1,13,1
Regular,David_Norgrove,0,6,21,525,18
Regular,A_Treatise_on_the_Astrolabe,7,6,45,1004,26
Regular,Sylvie_Tellier,2,0,8,201,3
Regular,Cotera,0,0,1,4,0
Regular,National_Lampoon%27s_Dorm_Daze_2,3,8,12,306,1
Regular,SMB3,1,0,1,4,0
Regular,Central_European_Highlands,2,0,6,112,0
Regular,Yuz_Bashi,2,0,3,43,2
Regular,The_Second_Round,1,0,3,41,1
Regular,McCleskey_v._Kemp,1,8,28,985,8
Regular,Pathein,8,7,29,548,5
Regular,Jim_Clench,0,5,16,336,13
Regular,Kru%C5%A1eva_Glava,1,0,3,32,1
Regular,Center_for_UFO_Studies,4,0,9,286,3
Regular,John_Williams_(British_Army_officer),0,0,11,228,0
Regular,Haldor_Tops%C3%B8e,1,0,1,5,0
Regular,Shadi_Sukiya,0,0,6,226,3
Regular,Remington_Schuyler,0,0,15,366,6
Regular,Daniel_Taub,1,6,38,988,38
Regular,Amber_Cascades,1,0,5,66,5
Regular,E231,1,0,1,4,0
Regular,Thailand_men%27s_national_ice_hockey_team,5,4,3,111,1
Regular,Saint-Germain-en-Cogl%C3%A8s,5,5,4,113,0
Regular,Bouyei_language,0,5,29,936,7
Regular,Lille_Stesichorus,1,6,60,2076,32
Regular,Follow_Me_Quietly,1,5,9,218,4
Regular,Centre-right_coalition,1,6,6,174,3
Regular,Centre-right_coalition,1,6,6,174,3
Regular,1995_Australian_Grand_Prix,1,4,44,1134,11
Regular,Duke_of_Portland_(1790),1,0,5,58,1
Regular,Jim_Marshall_(American_football),1,5,20,539,7
Regular,Michael_Fracasso,2,0,5,99,1
Regular,Urensky_District,4,0,8,88,8
Regular,Alejo_Mabanag,1,4,13,350,0
Regular,"Gee,_But_You%27re_Swell",1,0,3,73,0
Regular,List_of_highways_numbered_280,22,0,1,8,0
Regular,Charles_Howard_Smith,1,0,7,131,5
Regular,Maria_Pia_Garavaglia,2,0,4,68,2
Regular,Space_Ark,1,6,10,298,0
Regular,Bani%C4%87evac,1,0,1,12,0
Regular,Lupillo_Rivera,1,7,29,613,16
Regular,Yoo_Eun-sook,2,3,1,21,0
Regular,Johann_Philipp_Achilles_Leisler,4,0,5,91,5
Regular,Abhinash_Bhattacharya,2,0,6,236,0
Regular,Megachile_melanderi,0,0,3,20,1
Regular,Kiniki,2,0,3,61,1
Regular,Chah_Chah,2,0,3,37,2
Regular,Champion_(role_variant),1,5,22,516,3
Regular,Yutong,6,6,21,912,6
Regular,"Elizabeth_Woodville,_Countess_Rivers",1,0,10,182,2
Regular,Lecky,0,0,1,8,0
Regular,Lecky,0,0,1,8,0
Regular,Mieldes,3,0,1,30,0
Regular,Vlissingen_railway_station,4,4,7,132,1
Regular,List_of_civil_rights_leaders,9,0,3,131,0
Regular,"Oak_Hill,_Ohio",4,7,30,741,11
Regular,Cousin_couple,0,0,1,28,0
Regular,Phil_Rogers,3,0,5,84,2
Regular,Who%27s_That_Knocking_at_My_Door,2,8,30,781,9
Regular,Jiroft_Airport,4,0,1,16,0
Regular,North_West_Solitary_Island,2,0,9,149,2
Regular,Phil_Rogers,3,0,5,84,2
Regular,Tetragonoderus_aegypticus,1,0,3,20,1
Regular,Transmetro,2,0,16,249,0
Regular,Rhythm_King,1,5,30,1205,1
Regular,Yoo_Eun-sook,2,3,1,21,0
Regular,George_Fenwick_(Parliamentarian),1,6,28,607,17
Regular,K%C3%BCp%C3%A7al,3,0,2,21,0
Regular,List_of_assets_owned_by_Corus_Entertainment,0,6,3,87,1
Regular,George_Fenwick_(Parliamentarian),1,6,28,607,17
Regular,The_Price_of_Silence_(book),1,5,16,482,27
Regular,1987_Rugby_World_Cup_Final,2,4,12,324,1
Regular,"Fran%C3%A7ois,_Deux-S%C3%A8vres",4,0,1,37,0
Regular,Lobet_Ganagobie,0,6,11,186,5
Regular,Haldor_Tops%C3%B8e,1,0,1,5,0
Regular,LoPresti_Fury,1,0,6,134,1
Regular,WFTW,2,0,3,71,1
Regular,Aglyptodactylus,1,3,9,124,3
Regular,LoPresti_Fury,1,0,6,134,1
Regular,"G%C5%82uch%C3%B3w,_%C5%9Awi%C4%99tokrzyskie_Voivodeship",2,0,3,51,1
Regular,Kondapalli_Pydithalli_Naidu,0,0,2,42,0
Regular,Manuel_Eyre,0,0,9,248,5
Regular,Viral_Bioinformatics_Resource_Center,0,8,15,371,16
Regular,Coffee_production_in_Puerto_Rico,4,4,23,467,5
Regular,Edward_Sneyd_Clay,4,6,59,1464,15
Regular,2009_ban_of_Hungarian_President_from_Slovakia,7,8,68,2848,32
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,Character_group,0,5,16,418,0
Regular,CARTES_(Exhibition_%26_Conference),1,4,11,307,8
Regular,Syed_Abuzar_Bukhari,2,0,9,186,2
Regular,Talwandi_Musa_Khan,0,0,2,111,0
Regular,Thamirabarani_River,5,6,43,1065,11
Regular,Aspietes_(general_under_Alexios_I),0,0,11,271,4
Regular,Twed_Towers,1,6,6,104,2
Regular,Alexander_Anderson_(mathematician),1,4,15,308,10
Regular,Broadcasting...,2,0,6,97,0
Regular,Black_Island_(Wilhelm_Archipelago),1,0,3,75,1
Regular,List_of_MeSH_codes_(D02),0,1,3,34,0
Regular,E231,1,0,1,4,0
Regular,Jakob,1,0,1,4,0
Regular,Kentmere_Reservoir,1,0,14,419,6
Regular,Ezra_Danin,0,0,11,277,7
Regular,Joe_Lichaa,0,0,3,32,1
Regular,"Fran%C3%A7ois,_Deux-S%C3%A8vres",4,0,1,37,0
Regular,LoPresti_Fury,1,0,6,134,1
Regular,HMS_Grinder_(1809),4,7,38,772,21
Regular,"Dover_High_School_(Dover,_Ohio)",2,4,6,152,4
Regular,Cousin_couple,0,0,1,28,0
Regular,Raley,0,0,2,16,0
Regular,Ryan_Kane,0,4,6,150,3
Regular,Autonym,1,0,1,4,0
Regular,AsiaNews,0,0,9,222,6
Regular,Cynuria,2,4,17,649,13
Regular,Robert_Alexander_Walker,1,0,14,243,3
Regular,CARTES_(Exhibition_%26_Conference),1,4,11,307,8
Regular,Edgar_Bonham-Carter,0,6,16,526,4
Regular,Umhlangana_kaSenzangakhona,3,0,4,49,0
Regular,Yuz_Bashi,2,0,3,43,2
Regular,Pratigya_(1975_film),0,5,15,426,10
Regular,Pierre_Ermangaud,2,0,3,66,2
Regular,Harmon_Mister_America,1,0,5,90,2
Regular,Edgar_Bonham-Carter,0,6,16,526,4
Regular,Alfonso_Castillo_Orta,2,0,29,778,7
Regular,Bruce_Nash,0,0,5,119,2
Regular,Seely_(band),0,4,15,345,8
Regular,French_ship_Argonaute_(1798),2,0,5,75,2
Regular,Formal_case,2,0,2,26,0
Regular,Darin_Brooks,1,7,16,254,4
Regular,Carl_Clarence_Kiess,3,0,9,138,2
Regular,Jason_X,3,8,63,1496,9
Regular,Champion_(role_variant),1,5,22,516,3
Regular,AACTA_Award_for_Best_Feature_Length_Documentary,0,4,6,182,8
Regular,Coimim_River,0,0,1,12,0
Regular,Weber%27s_dwarf_squirrel,1,0,3,30,1
Regular,"Minato_mayoral_election,_2008",0,0,3,42,0
Regular,Sweet_Talker_(film),2,0,8,135,3
Regular,Olav_Svalastog,2,0,1,61,0
Regular,North_West_Solitary_Island,2,0,9,149,2
Regular,Jes%C3%BAs_%C3%81lvarez_Amaya,0,4,38,783,6
Regular,The_Equinox,1,6,8,163,0
Regular,Fear_of_God_(American_band),1,0,2,40,0
Regular,"Sawer,_India",2,0,4,75,1
Regular,Centre-right_coalition,1,6,6,174,3
Regular,The_Devil%27s_Miner,1,0,13,366,2
Regular,"Hohenburg,_Bavaria",5,0,1,13,1
Regular,Callippides,1,4,8,229,6
Regular,Martindale_Corn_Crib,3,0,6,102,2
Regular,Ivan_Demidov,1,0,10,226,5
Regular,X-Men:_The_Ravages_of_Apocalypse,3,4,7,213,4
Regular,Transmetro,2,0,16,249,0
Regular,Youngstown_SteelHounds,2,6,29,641,6
Regular,Gordon_R._Sullivan,38,7,20,597,1
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,Manuel_Eyre,0,0,9,248,5
Regular,Twed_Towers,1,6,6,104,2
Regular,2011%E2%80%9312_Southampton_F.C._season,4,7,190,5611,163
Regular,Zahirovi%C4%87,0,0,2,11,0
Regular,Cotera,0,0,1,4,0
Regular,Michael_Fracasso,2,0,5,99,1
Regular,Briana_Corrigan,0,5,21,506,4
Regular,Cooley,1,0,1,4,0
Regular,CARTES_(Exhibition_%26_Conference),1,4,11,307,8
Regular,"Ramleh,_Iran_(disambiguation)",1,0,1,18,0
Regular,Award_items_and_badges_of_the_SV_Dynamo,4,9,51,1006,8
Regular,Words_for_Battle,1,7,19,594,3
Regular,William_Gholston,0,6,22,559,5
Regular,Kru%C5%A1eva_Glava,1,0,3,32,1
Regular,Shadi_Sukiya,0,0,6,226,3
Regular,Petronius_(oil_platform),1,0,10,282,0
Regular,Valilar,3,0,1,16,0
Regular,Kapustowo,3,0,3,65,1
Regular,"As_Above,_So_Below_(album)",1,0,3,40,2
Regular,Carl_Clarence_Kiess,3,0,9,138,2
Regular,Briana_Corrigan,0,5,21,506,4
Regular,Lille_Stesichorus,1,6,60,2076,32
Regular,J._O._Patterson_Jr.,1,0,12,449,2
Regular,Epitonic,1,5,22,524,9
Regular,Dragons_of_Desolation,1,5,40,1073,5
Regular,Bill_Callahan_(TV_producer),2,0,5,116,1
Regular,William_Gholston,0,6,22,559,5
Regular,Technical_University_of_Kenya,1,6,22,505,0
Regular,Music_Nepal,2,0,2,21,3
Regular,Midland_Free_Press,1,0,12,181,0
Regular,Twed_Towers,1,6,6,104,2
Regular,Strategic_Hamlet_Program,1,7,112,2721,30
Regular,Baila_morena_(Zucchero_and_Man%C3%A1_song),1,4,6,225,20
Regular,Bjelina,3,4,4,61,1
Regular,Psachou,0,0,3,44,0
Regular,Pablo_Munhoz,0,4,11,225,3
Regular,Alex_Ibru,0,0,28,587,14
Regular,Georges_Lampin,1,3,2,24,1
Regular,Grevillea_pachylostyla,2,0,14,205,4
Regular,Thalaimurai,1,5,14,338,5
Regular,Unfaithfully_Yours_(1948_film),2,10,34,1130,11
Regular,Gordon_J._Lithgow,0,0,26,611,12
Regular,BIBP-3226,2,0,5,114,8
Regular,Cambuci,3,0,5,46,1
Regular,Alejo_Mabanag,1,4,13,350,0
Regular,"Fran%C3%A7ois,_Deux-S%C3%A8vres",4,0,1,37,0
Regular,Grevillea_pachylostyla,2,0,14,205,4
Regular,Alok_Dixit,1,6,76,1607,38
Regular,Spacefaring,3,7,28,835,10
Regular,Thamirabarani_River,5,6,43,1065,11
Regular,Waldorf_Music_Hall_Records,1,5,22,641,7
Regular,Jes%C3%BAs_%C3%81lvarez_Amaya,0,4,38,783,6
Regular,Arbitrary_waveform_generator,3,0,16,508,0
Regular,Youngstown_SteelHounds,2,6,29,641,6
Regular,Fishia_dispar,2,0,2,19,0
Regular,1971_Washington_Senators_season,0,6,19,556,11
Regular,Omair_Ahmad,2,4,9,182,8
Regular,Kondapalli_Pydithalli_Naidu,0,0,2,42,0
Regular,Henry_McPetrie,1,0,2,27,2
Regular,"Columbus-Auburn-Opelika,_GA-AL_CSA",33,8,7,194,4
Regular,Radio_Club_Argentino,4,0,6,109,2
Regular,186th_Airlift_Squadron,14,3,53,1227,3
Regular,Sahyan,4,0,3,36,1
Regular,Arizona_State_Route_98,4,5,10,233,7
Regular,Agyneta_arietans,0,0,3,22,1
Regular,Hubertas_Gru%C5%A1nys,2,0,6,109,0
Regular,"Singaporean_general_election,_1976",3,4,9,214,3
Regular,West_Valley_(Phoenix_metropolitan_area),1,0,1,47,0
Regular,Windlesham,6,8,46,1105,13
Regular,Aglyptodactylus,1,3,9,124,3
Regular,Cynuria,2,4,17,649,13
Regular,Felimida,4,0,3,64,2
Regular,Franciscus_Accursius,3,0,6,112,0
Regular,"Chine-USA,_la_guerre_programm%C3%A9e",2,0,9,465,0
Regular,Character_group,0,5,16,418,0
Regular,List_of_civil_rights_leaders,9,0,3,131,0
Regular,French_ship_Argonaute_(1798),2,0,5,75,2
Regular,Space_Ark,1,6,10,298,0
Regular,Zac_Alcorn,1,0,6,111,0
Regular,Spacefaring,3,7,28,835,10
Regular,Ernest_Schelling,2,5,26,457,5
Regular,2011%E2%80%9312_Southampton_F.C._season,4,7,190,5611,163
Regular,Gordon_R._Sullivan,38,7,20,597,1
Regular,Bakuriani_K-115,5,0,4,40,1
Regular,Salim_Mvurya,4,0,16,315,4
Regular,"Gar_Kandi,_Sistan_and_Baluchestan",2,0,3,47,2
Regular,Monterey_Jack_(disambiguation),1,0,1,12,0
Regular,Pinal_de_Amoles_Municipality,3,0,70,1283,7
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,Pablo_Munhoz,0,4,11,225,3
Regular,Ajab_Gul,0,5,8,187,1
Regular,Umhlangana_kaSenzangakhona,3,0,4,49,0
Regular,Den_of_Thieves_(accessory),2,4,20,530,1
Regular,Leabhar_Clainne_Suibhne,1,0,4,57,0
Regular,Real-time_recovery,2,4,20,691,0
Regular,"Blackwell,_Pennsylvania",3,0,5,62,3
Regular,Chetaq,2,0,3,37,2
Regular,Barisciano,2,0,2,35,1
Regular,Yoo_Eun-sook,2,3,1,21,0
Regular,Capurso_railway_station,3,0,3,52,1
Regular,Education_(Administrative_Provisions)_Act_1907,2,0,3,40,0
Regular,Khotochchu,3,0,3,66,4
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,USS_LCI(L)-93,1,4,6,200,1
Regular,Allan_A._Lamport,2,4,38,811,8
Regular,Valea_Rea_River_(Iada),0,0,1,13,0
Regular,The_Story_So_Far_(Spunge_album),3,0,5,99,0
Regular,Ambalangoda_Urban_Council,0,0,4,70,3
Regular,Martindale_Corn_Crib,3,0,6,102,2
Regular,"Singaporean_general_election,_1976",3,4,9,214,3
Regular,Ogary,3,0,3,73,1
Regular,Martindale_Corn_Crib,3,0,6,102,2
Regular,Daniel_Taub,1,6,38,988,38
Regular,Sahyan,4,0,3,36,1
Regular,Phil_Rogers,3,0,5,84,2
Regular,Rosies_of_the_North,4,7,32,830,13
Regular,Pablo_Munhoz,0,4,11,225,3
Regular,Nicolaus_Cracoviensis,2,0,7,88,0
Regular,Port_of_Manila,4,8,28,680,19
Regular,Baila_morena_(Zucchero_and_Man%C3%A1_song),1,4,6,225,20
Regular,Igor_Runov,3,0,5,81,1
Regular,"Kara%C3%B6ren,_Aksaray",1,0,2,14,1
Regular,Hanaharu_Naruko,1,4,9,124,7
Regular,HNRPH1,6,0,10,137,2
Regular,Football_in_Turkmenistan,1,3,15,392,5
Regular,Dorothy_Fadiman,0,5,3,68,4
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,List_of_MeSH_codes_(D02),0,1,3,34,0
Regular,MEAC_Men%27s_Basketball_Tournament,1,5,19,428,2
Regular,Thalaimurai,1,5,14,338,5
Regular,2011%E2%80%9312_Southampton_F.C._season,4,7,190,5611,163
Regular,Princess_Margaret_Mountain,1,0,1,52,2
Regular,Alok_Dixit,1,6,76,1607,38
Regular,HMS_Grinder_(1809),4,7,38,772,21
Regular,Transmetro,2,0,16,249,0
Regular,Words_for_Battle,1,7,19,594,3
Regular,Ambalangoda_Urban_Council,0,0,4,70,3
Regular,HMS_Grinder_(1809),4,7,38,772,21
Regular,Strategic_Hamlet_Program,1,7,112,2721,30
Regular,E231,1,0,1,4,0
Regular,Charles_Hoyt,1,0,1,5,0
Regular,"Perkins_House_(Newton,_North_Carolina)",1,0,6,72,2
Regular,"Elizabeth_Woodville,_Countess_Rivers",1,0,10,182,2
Regular,Circus_of_Nero,6,8,17,654,0
Regular,LoPresti_Fury,1,0,6,134,1
Regular,Paddy_Deagan,0,0,2,24,1
Regular,Masquers_Club,1,0,5,69,2
Regular,Anatrachyntis_euryspora,1,0,3,22,1
Regular,Lille_Stesichorus,1,6,60,2076,32
Regular,Ristocetin-induced_platelet_aggregation,0,0,5,200,3
Regular,"Blackwell,_Pennsylvania",3,0,5,62,3
Regular,Lakehurst_Hangar_No._1,7,4,32,601,12
Regular,Iliyan_Trifonov,2,0,3,85,1
Regular,WFTW,2,0,3,71,1
Regular,Pat_Trethowan,0,0,2,24,1
Regular,Russian_Professional_Basketball_League,2,8,8,286,8
Regular,Pjet%C3%ABr_Budi,0,0,15,351,3
Regular,Junior_Bonner,1,9,24,714,12
Regular,James_Crown,0,0,9,122,5
Regular,Grevillea_pachylostyla,2,0,14,205,4
Regular,"As_Above,_So_Below_(album)",1,0,3,40,2
Regular,Eugerres,2,0,3,46,2
Regular,James_Crown,0,0,9,122,5
Regular,Eurasian_Natural_Resources_Corporation,2,8,69,2045,38
Regular,Thailand_men%27s_national_ice_hockey_team,5,4,3,111,1
Regular,Henry_McPetrie,1,0,2,27,2
Regular,Pachyosteus,4,0,4,90,2
Regular,Ambalangoda_Urban_Council,0,0,4,70,3
Regular,XSLT_elements,1,6,4,85,3
Regular,Face_of_a_Fighter,2,0,2,31,0
Regular,Kiski_Biwi,1,0,3,13,2
Regular,Richard_Pryor:_Here_and_Now,2,0,2,32,1
Regular,Henry_McPetrie,1,0,2,27,2
Regular,William_Davis_(golfer),0,0,4,47,4
Regular,Vlissingen_railway_station,4,4,7,132,1
Regular,Legislative_districts_of_Compostela_Valley,10,4,2,62,0
Regular,Alejo_Mabanag,1,4,13,350,0
Regular,James_Ellsworth_Noland,3,0,18,301,0
Regular,Zahirovi%C4%87,0,0,2,11,0
Regular,Spacefaring,3,7,28,835,10
Regular,Olav_Svalastog,2,0,1,61,0
Regular,Ryan_Kane,0,4,6,150,3
Regular,Thomas_D._Edwards,1,0,8,95,4
Regular,Darin_Brooks,1,7,16,254,4
Regular,Andrew_Abbott,1,7,47,1191,10
Regular,Iliyan_Trifonov,2,0,3,85,1
Regular,Ontario_Highway_538,2,5,18,371,6
Regular,Black_Island_(Wilhelm_Archipelago),1,0,3,75,1
Regular,MEAC_Men%27s_Basketball_Tournament,1,5,19,428,2
Regular,Nitzan_Shirazi,0,5,16,368,5
Regular,Bulgarian_National_Badminton_Championships,1,0,3,33,0
Regular,Angulostiria,0,0,1,10,0
Regular,Edgar_Bonham-Carter,0,6,16,526,4
Regular,Twig_Com,4,6,34,737,6
Regular,Vinegar_Hill_(novel),2,0,6,97,0
Regular,Jim_Marshall_(American_football),1,5,20,539,7
Regular,Kru%C5%A1eva_Glava,1,0,3,32,1
Regular,Wat_Phra_Singh_(disambiguation),1,0,1,6,0
Regular,Alex_Ibru,0,0,28,587,14
Regular,Tokyo_2nd_district,0,0,5,114,9
Regular,BASIC,7,6,91,3083,30
Regular,Suelen_Pinto,1,0,3,30,1
Regular,Central_European_Highlands,2,0,6,112,0
Regular,Champion_(role_variant),1,5,22,516,3
Regular,Bakuriani_K-115,5,0,4,40,1
Regular,LastPass,2,7,37,880,31
Regular,In_re_Application_of_the_United_States_for_Historical_Cell_Site_Data,1,6,64,1867,10
Regular,Junior_Bonner,1,9,24,714,12
Regular,Gordon_J._Lithgow,0,0,26,611,12
Regular,Vinegar_Hill_(novel),2,0,6,97,0
Regular,Kiski_Biwi,1,0,3,13,2
Regular,Attaragalla,1,0,2,13,0
Regular,Anatrachyntis_euryspora,1,0,3,22,1
Regular,The_Space_on_the_Wall,1,4,11,298,4
Regular,McCleskey_v._Kemp,1,8,28,985,8
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Zac_Alcorn,1,0,6,111,0
Regular,Congressional_Accountability_Act_of_1995,0,0,8,153,3
Regular,Semyon_Alexandrovich_Ginzburg,1,0,6,176,0
Regular,The_Devil%27s_Miner,1,0,13,366,2
Regular,Megachile_melanderi,0,0,3,20,1
Regular,Ryan_Kane,0,4,6,150,3
Regular,Paraplatyptilia_albiciliatus,1,0,10,147,2
Regular,WHGS_(AM),2,0,4,32,1
Regular,Order_of_Montesa,2,0,10,298,0
Regular,Edward_Sneyd_Clay,4,6,59,1464,15
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,AGO_C.I,4,5,4,86,1
Regular,Leslie_Cliff,1,0,1,5,0
Regular,Candy_Green,0,0,9,179,4
Regular,Circus_of_Nero,6,8,17,654,0
Regular,3rd_World_Scout_Jamboree,4,7,43,919,14
Regular,"Rakowiec,_Tczew_County",2,0,2,72,1
Regular,Phrynobatrachus_inexpectatus,0,0,4,45,0
Regular,Mayors_in_England,0,6,15,576,2
Regular,Jes%C3%BAs_%C3%81lvarez_Amaya,0,4,38,783,6
Regular,1940_Wofford_Terriers_football_team,2,0,1,15,0
Regular,Ernest_Schelling,2,5,26,457,5
Regular,Lobet_Ganagobie,0,6,11,186,5
Regular,Craig%27s_Wife_(film),1,5,7,183,7
Regular,Daniel_Taub,1,6,38,988,38
Regular,HNRPH1,6,0,10,137,2
Regular,Megachile_melanderi,0,0,3,20,1
Regular,Autonym,1,0,1,4,0
Regular,Bani%C4%87evac,1,0,1,12,0
Regular,Lahloo_(clipper),3,9,11,258,6
Regular,Mutiu_Adepoju,1,4,7,345,2
